productid	date	discountprice
3570	2000-02-05	81.98
3570	2001-01-25	81.98
3570	2008-08-25	72.30
3570	2009-08-11	81.98
3570	2011-12-09	74.08
3571	2002-08-16	267.98
3571	2005-08-20	240.04
3571	2005-10-25	277.21
3572	2006-03-31	339.54
3572	2008-09-30	324.57
3572	2012-02-08	285.55
3573	2012-03-07	141.92
3574	2007-05-14	51.09
3575	2000-03-05	248.36
3575	2002-09-25	242.63
3575	2011-12-31	237.47
3576	2008-12-20	227.84
3576	2009-03-27	228.87
3576	2011-01-11	171.64
3576	2011-10-26	261.26
3577	2000-07-23	187.17
3577	2009-05-29	95.01
3577	2010-05-27	146.55
3577	2010-11-19	211.61
3578	2006-11-14	341.33
3579	2009-02-24	72.99
3579	2010-11-06	107.07
3579	2012-04-20	71.97
3580	2007-12-06	372.99
3580	2008-06-09	390.56
3581	2001-11-03	329.57
3581	2006-03-02	387.90
3582	2006-05-31	398.78
3582	2009-10-30	376.25
3582	2010-01-13	393.30
3582	2012-04-27	406.59
3583	2008-12-17	8.96
3584	2000-08-27	97.77
3584	2001-04-15	89.19
3584	2001-06-20	97.39
3584	2002-08-01	108.37
3585	2010-05-02	180.91
3585	2011-12-11	180.91
3585	2012-03-24	180.91
3586	2005-06-13	32.28
3586	2008-03-19	33.51
3586	2008-09-18	35.89
3586	2009-06-30	35.89
3586	2009-12-06	35.89
3586	2012-01-31	35.84
3587	2006-06-23	167.00
3587	2009-04-02	178.25
3587	2010-06-05	123.19
3588	2000-12-06	140.45
3588	2001-03-09	141.68
3588	2008-11-29	141.68
3588	2009-11-11	141.68
3588	2010-06-24	141.68
3588	2011-01-05	141.68
3589	2008-09-18	36.13
3589	2010-11-22	31.81
3590	2008-03-17	136.16
3590	2011-12-05	136.16
3591	2009-11-09	83.50
3592	2000-07-22	50.15
3592	2003-02-14	29.91
3592	2004-06-04	53.33
3592	2009-05-17	33.27
3593	2004-10-22	207.31
3593	2005-04-23	204.67
3593	2006-03-04	185.77
3593	2006-06-26	182.47
3594	2001-08-06	52.79
3594	2008-06-13	102.60
3594	2008-07-13	122.66
3594	2011-05-16	73.55
3595	2003-03-29	393.11
3595	2005-10-13	427.38
3595	2006-04-06	421.53
3595	2006-10-14	437.98
3596	2000-07-11	192.30
3596	2009-02-24	194.70
3596	2010-04-05	205.34
3596	2011-09-17	251.28
3597	2001-03-19	264.70
3598	2002-06-18	382.19
3598	2003-01-21	441.79
3598	2003-10-22	440.96
3598	2009-06-25	420.26
3598	2012-04-06	319.26
3599	2007-09-07	142.83
3600	2000-08-31	255.73
3600	2009-07-11	255.73
3600	2011-09-06	255.73
3600	2012-04-24	255.73
3601	2000-01-27	172.32
3601	2001-09-22	170.16
3601	2007-02-05	172.32
3601	2011-07-10	151.33
3602	2000-01-31	103.83
3602	2003-09-30	207.81
3602	2006-11-09	90.65
3602	2008-11-02	181.48
3602	2011-05-10	139.77
3602	2012-03-21	82.37
3603	2003-02-22	321.45
3603	2003-04-02	304.86
3603	2003-09-04	292.39
3603	2004-09-13	287.60
3603	2005-03-01	301.09
3603	2009-10-03	274.64
3603	2010-06-20	318.41
3604	2003-07-25	171.44
3604	2008-03-27	232.16
3605	2009-07-25	211.77
3606	2010-08-18	304.20
3607	2001-12-27	3.83
3607	2003-08-05	5.92
3607	2006-07-11	5.21
3608	2003-03-03	57.52
3608	2010-01-18	94.49
3608	2010-09-07	41.37
3608	2011-07-06	99.36
3608	2011-07-12	41.74
3609	2001-08-09	134.32
3609	2003-02-21	99.72
3609	2008-11-02	137.14
3610	2006-07-23	243.63
3610	2009-03-11	247.51
3610	2010-08-20	263.91
3610	2012-04-15	246.52
3611	2000-06-16	46.43
3611	2008-07-19	43.46
3611	2011-01-20	41.24
3612	2009-09-15	134.74
3612	2009-09-29	153.71
3612	2011-11-11	132.60
3613	2003-12-07	232.99
3613	2004-12-27	186.33
3613	2007-03-03	218.65
3614	2008-04-23	217.20
3614	2009-12-11	222.79
3614	2012-06-01	88.24
3615	2000-10-17	431.12
3615	2001-05-03	405.12
3616	2007-05-21	21.15
3617	2002-11-03	305.89
3617	2007-08-03	256.26
3617	2007-12-26	190.51
3617	2009-01-12	175.53
3617	2009-10-18	297.88
3618	2000-03-08	40.04
3618	2008-03-16	40.04
3618	2009-06-16	40.04
3619	2004-04-08	9.35
3619	2010-04-30	17.95
3619	2011-03-28	13.69
3619	2011-10-16	10.21
3620	2005-01-12	156.87
3620	2006-07-20	170.93
3620	2007-10-08	235.89
3621	2000-01-17	31.55
3621	2000-01-21	31.55
3621	2007-04-21	31.55
3621	2010-10-13	31.55
3621	2012-05-23	31.55
3622	2003-05-05	331.49
3622	2005-11-24	331.49
3622	2010-10-31	322.71
3623	2007-10-06	26.55
3623	2011-05-18	25.83
3624	2004-02-27	81.83
3624	2005-08-05	70.48
3624	2010-05-04	113.88
3625	2002-07-29	391.94
3625	2008-05-04	391.94
3625	2009-07-09	391.94
3625	2011-01-07	391.94
3626	2001-11-13	154.99
3626	2010-06-01	169.67
3626	2011-05-04	175.71
3627	2004-05-08	42.56
3627	2008-07-04	34.14
3628	2008-10-06	134.12
3629	2002-10-10	197.63
3629	2006-06-03	182.33
3629	2009-06-08	235.78
3630	2011-02-27	243.64
3631	2006-04-23	54.21
3631	2009-08-24	61.13
3632	2009-06-22	132.78
3632	2010-10-03	95.94
3633	2000-02-18	2.37
3633	2000-11-11	2.37
3633	2001-12-29	2.28
3634	2011-07-05	357.07
3635	2004-02-11	185.59
3635	2005-10-03	129.59
3635	2009-06-24	165.92
3636	2007-03-02	250.15
3636	2011-10-06	228.17
3637	2002-08-02	49.39
3637	2007-06-26	40.95
3637	2008-12-21	33.99
3638	2005-09-24	183.07
3638	2006-01-29	188.25
3638	2007-07-20	190.49
3638	2011-06-29	190.49
3639	2008-09-22	136.20
3639	2008-10-11	66.70
3640	2009-08-29	157.79
3641	2006-01-02	25.98
3641	2006-03-24	27.88
3641	2009-11-07	27.06
3642	2012-03-23	9.38
3643	2008-06-07	393.41
3643	2009-06-29	437.77
3643	2011-03-20	354.33
3644	2000-04-14	39.11
3645	2001-01-30	68.75
3645	2005-07-09	74.51
3646	2004-05-27	14.31
3646	2006-03-02	13.56
3647	2008-10-21	164.86
3648	2002-11-21	66.90
3648	2004-11-25	106.03
3648	2008-11-08	80.81
3648	2011-01-03	134.47
3649	2000-12-26	177.86
3649	2009-06-13	147.76
3650	2001-11-12	303.82
3651	2011-02-16	268.36
3652	2002-04-04	91.62
3652	2008-02-20	95.61
3652	2008-10-26	139.37
3652	2010-10-08	118.25
3653	2005-04-27	212.98
3653	2005-08-05	249.41
3653	2012-01-09	187.71
3655	2001-04-22	150.55
3655	2002-06-19	161.07
3655	2011-04-01	173.26
3656	2000-02-19	206.18
3656	2005-10-18	257.87
3657	2000-11-22	154.98
3657	2002-02-14	54.23
3657	2002-03-06	163.16
3657	2007-06-15	84.66
3657	2008-04-11	158.53
3658	2000-02-12	58.04
3658	2004-10-15	65.87
3659	2000-06-05	260.89
3659	2000-08-02	232.63
3659	2011-06-01	256.31
3659	2011-10-14	174.00
3660	2008-10-15	69.73
3660	2010-06-05	65.60
3660	2010-11-23	48.37
3661	2000-03-22	358.68
3661	2004-05-24	349.35
3661	2004-12-24	358.68
3661	2007-10-12	328.04
3661	2010-05-31	332.46
3662	2000-01-08	351.40
3662	2002-02-10	289.73
3662	2004-01-11	323.89
3662	2006-01-17	351.40
3662	2011-11-10	351.40
3663	2001-10-04	235.25
3663	2005-08-13	297.89
3663	2006-08-24	239.12
3663	2009-09-28	236.47
3664	2008-07-01	43.26
3664	2008-08-03	54.35
3664	2009-07-14	105.30
3664	2010-08-13	39.17
3665	2000-04-26	133.92
3665	2005-11-17	140.96
3666	2005-04-02	21.29
3666	2011-07-16	17.81
3667	2003-04-25	146.92
3667	2009-08-23	104.29
3668	2011-03-10	8.36
3669	2006-06-24	140.71
3669	2008-05-15	169.63
3669	2009-12-22	164.27
3669	2010-03-08	179.28
3669	2010-12-28	141.84
3670	2001-04-02	328.19
3670	2007-04-24	282.63
3670	2009-05-02	324.28
3671	2009-01-17	1.23
3672	2000-04-07	113.53
3672	2000-10-04	52.72
3672	2005-01-10	85.70
3672	2005-12-11	129.89
3672	2010-07-14	49.75
3673	2010-04-13	148.53
3674	2001-12-05	313.27
3674	2007-05-26	313.27
3675	2000-02-02	278.62
3675	2005-06-08	264.45
3675	2006-07-25	264.40
3675	2008-03-24	218.12
3675	2009-03-22	268.35
3675	2011-03-04	278.62
3676	2003-09-13	20.04
3676	2009-06-19	16.63
3676	2010-05-25	20.04
3677	2001-12-16	349.11
3677	2002-10-22	358.40
3677	2004-03-07	319.30
3677	2006-07-13	357.72
3677	2007-09-25	388.72
3678	2002-07-02	218.94
3678	2005-12-11	184.27
3678	2009-04-24	198.52
3679	2007-02-02	119.25
3679	2010-09-28	107.30
3679	2011-11-14	128.47
3680	2000-10-09	143.35
3680	2012-01-15	249.39
3681	2001-04-17	467.00
3681	2001-09-18	467.00
3681	2010-12-22	446.65
3682	2000-11-05	173.81
3682	2009-08-21	158.06
3682	2011-07-16	92.64
3683	2000-07-05	123.85
3683	2000-09-26	108.22
3683	2007-11-26	182.97
3683	2009-10-04	190.44
3683	2010-05-29	106.82
3683	2010-12-12	182.83
3683	2011-10-23	90.62
3683	2011-10-25	124.61
3684	2006-06-02	376.74
3685	2010-08-14	51.03
3685	2012-03-03	64.38
3686	2001-08-09	380.68
3686	2003-02-13	355.68
3686	2003-12-27	355.54
3686	2004-07-16	372.28
3686	2006-03-22	380.68
3686	2012-04-04	380.68
3687	2000-08-02	9.67
3687	2003-03-07	6.05
3687	2003-07-02	8.41
3688	2000-05-18	358.67
3688	2001-03-13	223.04
3688	2007-03-18	291.17
3688	2010-10-25	261.03
3688	2010-11-12	217.02
3689	2007-06-18	107.05
3689	2012-03-08	140.76
3690	2004-06-28	208.87
3690	2007-03-25	135.95
3690	2010-07-08	232.94
3691	2009-11-16	90.62
3692	2002-01-14	465.80
3692	2002-09-24	465.80
3692	2004-05-07	407.50
3692	2005-02-05	439.57
3692	2007-04-29	432.70
3693	2004-06-28	236.61
3693	2005-01-15	233.92
3693	2011-01-20	261.57
3693	2012-06-16	247.86
3694	2002-02-12	179.48
3694	2002-10-27	151.47
3694	2003-05-17	213.56
3695	2008-06-18	275.17
3695	2010-01-13	241.19
3696	2003-06-13	170.75
3696	2003-06-19	139.64
3696	2010-06-09	124.19
3697	2008-11-19	11.73
3698	2002-03-31	217.15
3698	2006-02-21	225.21
3698	2008-10-02	225.21
3699	2003-04-19	48.79
3699	2003-11-04	17.46
3699	2008-07-08	43.66
3699	2009-07-20	35.16
3699	2011-05-24	30.81
3700	2000-09-04	1.67
3700	2008-03-22	1.36
3701	2007-07-28	90.13
3701	2008-03-08	158.10
3701	2009-03-13	195.61
3702	2000-07-19	152.70
3702	2006-07-31	111.94
3702	2011-01-11	88.75
3703	2000-05-22	85.14
3703	2001-12-19	97.03
3703	2009-04-16	104.17
3704	2003-01-14	125.98
3704	2003-12-20	214.65
3704	2004-09-03	174.78
3705	2001-04-02	179.02
3705	2010-09-13	130.42
3706	2009-07-17	340.04
3707	2004-04-12	51.86
3707	2006-01-20	36.53
3708	2003-02-19	118.28
3708	2009-01-11	115.98
3708	2010-05-09	127.36
3709	2004-03-14	244.93
3709	2009-10-31	237.26
3710	2002-10-02	206.12
3710	2008-10-12	177.02
3711	2002-06-10	442.11
3711	2010-12-26	442.11
3712	2010-04-03	66.84
3713	2002-12-19	232.56
3714	2008-01-14	61.88
3714	2010-12-06	47.99
3714	2011-12-05	54.72
3715	2004-02-18	29.66
3715	2010-06-10	45.08
3716	2003-02-14	58.19
3716	2009-08-15	59.42
3716	2011-04-26	50.72
3717	2008-02-19	29.63
3717	2008-06-19	22.01
3717	2010-11-14	20.87
3718	2006-08-09	98.55
3718	2011-03-25	94.36
3718	2011-10-02	98.55
3719	2006-05-14	1.20
3719	2007-09-29	1.18
3720	2000-03-23	237.35
3720	2002-11-06	255.81
3720	2007-04-07	216.15
3720	2010-12-03	233.04
3721	2000-08-12	33.41
3721	2001-09-10	29.83
3721	2007-01-28	27.43
3721	2007-06-10	26.15
3722	2003-05-17	107.85
3722	2004-06-28	85.22
3722	2005-12-09	84.45
3722	2007-11-26	86.05
3722	2008-03-13	96.37
3722	2008-04-22	80.77
3722	2010-05-18	96.64
3723	2002-06-17	357.28
3723	2003-02-20	357.28
3723	2010-07-07	357.28
3724	2010-09-12	268.85
3725	2001-02-25	136.32
3726	2010-01-27	32.04
3727	2004-05-28	25.20
3727	2006-01-08	27.95
3727	2007-03-19	26.05
3727	2008-04-19	34.93
3727	2012-03-16	31.71
3728	2001-07-05	275.04
3728	2004-05-21	241.88
3728	2006-09-21	253.56
3728	2008-07-12	301.59
3729	2012-03-19	307.44
3730	2002-08-18	73.09
3730	2009-02-26	92.09
3731	2007-12-04	398.32
3732	2000-03-30	84.04
3732	2005-11-22	81.43
3732	2007-08-29	105.21
3733	2001-11-06	82.80
3733	2007-05-27	89.78
3733	2008-09-18	84.05
3733	2010-01-02	81.62
3734	2006-02-05	53.23
3734	2006-05-27	40.10
3734	2009-06-10	45.00
3735	2006-12-13	447.29
3735	2009-02-09	480.61
3735	2011-07-26	447.03
3736	2008-09-28	243.43
3736	2011-03-15	243.43
3737	2000-09-13	189.76
3737	2003-11-12	145.93
3737	2004-11-30	148.15
3737	2005-07-08	162.24
3738	2008-08-19	401.86
3738	2009-11-06	402.33
3738	2011-01-23	380.14
3739	2000-09-21	25.39
3739	2004-07-29	19.16
3739	2007-09-02	19.54
3739	2009-05-13	22.94
3740	2011-08-03	132.85
3741	2001-03-27	94.58
3741	2002-06-27	57.36
3742	2009-09-15	406.55
3742	2010-09-01	406.55
3742	2012-03-22	406.55
3743	2001-04-19	60.58
3743	2003-11-19	56.72
3743	2010-03-31	72.03
3744	2000-06-09	329.25
3744	2012-04-15	263.49
3745	2010-09-10	470.06
3746	2003-08-12	383.79
3746	2005-07-28	325.96
3746	2006-10-22	244.02
3747	2000-07-10	151.84
3747	2006-10-23	134.99
3748	2000-01-27	198.24
3748	2003-07-19	198.24
3748	2005-07-14	198.24
3748	2005-12-07	198.24
3749	2004-05-01	104.71
3749	2004-09-21	99.70
3749	2009-03-06	72.53
3750	2001-05-19	188.54
3750	2008-02-04	182.85
3751	2008-04-26	55.13
3751	2009-10-14	64.55
3752	2008-07-19	253.55
3752	2010-06-15	209.92
3753	2000-12-21	132.91
3753	2007-11-11	154.51
3754	2003-05-21	184.94
3754	2008-01-29	85.97
3754	2010-10-27	145.04
3755	2011-05-21	462.76
3756	2000-01-27	190.58
3756	2012-04-18	183.63
3757	2001-07-14	256.59
3757	2003-10-13	186.95
3757	2005-11-03	144.24
3758	2004-07-30	330.31
3758	2004-11-07	316.50
3758	2010-12-02	251.92
3759	2000-08-07	42.44
3759	2001-07-19	27.94
3759	2006-05-18	27.87
3759	2007-04-03	29.17
3759	2011-04-14	35.86
3760	2001-10-16	321.16
3760	2006-12-21	321.16
3760	2010-05-08	321.16
3760	2012-01-07	321.16
3761	2004-04-17	121.53
3761	2004-07-06	217.68
3761	2007-03-10	204.86
3761	2007-10-30	138.21
3762	2002-05-17	217.36
3762	2003-06-03	224.83
3762	2006-09-28	246.86
3763	2002-06-23	173.90
3763	2003-05-16	151.40
3763	2010-04-04	173.90
3764	2005-05-24	144.68
3765	2000-03-12	154.22
3765	2009-05-07	179.15
3766	2005-07-18	278.60
3766	2009-09-12	278.60
3766	2011-03-29	278.60
3767	2005-01-29	262.24
3767	2008-03-12	275.48
3768	2000-04-12	355.60
3768	2010-04-29	357.86
3768	2012-02-05	338.01
3769	2004-06-14	27.64
3769	2005-09-15	39.20
3769	2009-03-18	19.25
3769	2012-02-05	17.35
3769	2012-04-19	14.71
3770	2009-11-27	305.04
3770	2010-04-11	290.33
3770	2011-02-15	317.44
3771	2000-03-04	138.30
3771	2010-05-28	130.55
3771	2010-11-02	144.49
3772	2008-08-09	28.26
3773	2009-08-02	54.91
3773	2009-11-15	48.51
3774	2011-01-17	201.98
3775	2006-09-01	234.00
3775	2009-12-21	299.65
3776	2000-04-18	44.41
3776	2004-10-01	58.47
3776	2008-03-31	54.12
3776	2011-07-24	32.53
3776	2011-12-29	22.28
3776	2012-06-10	35.86
3777	2002-12-18	469.29
3777	2007-08-10	467.53
3777	2011-02-28	469.29
3778	2003-11-30	243.30
3778	2005-05-05	126.06
3779	2006-02-05	113.69
3779	2011-02-12	139.32
3779	2011-10-29	104.31
3780	2000-05-06	249.26
3780	2011-05-26	163.22
3781	2000-02-19	47.79
3781	2006-11-13	47.79
3781	2010-11-06	47.79
3782	2002-12-23	112.59
3782	2004-07-05	92.45
3783	2010-12-31	91.68
3783	2011-04-14	91.62
3784	2007-01-18	151.31
3784	2010-04-11	135.52
3784	2012-06-20	130.85
3785	2000-07-13	396.29
3785	2001-01-02	306.58
3785	2010-11-21	259.04
3786	2005-09-10	33.51
3786	2008-08-01	31.18
3786	2012-05-24	44.80
3787	2003-07-30	230.67
3788	2000-10-10	128.05
3788	2004-02-05	113.17
3788	2009-07-26	131.48
3789	2004-03-10	137.91
3789	2004-12-08	156.92
3789	2009-10-26	139.17
3789	2012-01-23	150.63
3790	2001-12-03	248.12
3790	2003-09-20	234.11
3790	2004-03-25	232.19
3791	2009-07-21	269.88
3792	2010-10-07	353.77
3793	2000-07-15	84.14
3793	2002-03-16	169.70
3793	2008-11-20	168.76
3793	2009-10-29	137.12
3794	2001-04-20	114.87
3794	2001-09-24	119.12
3794	2006-01-20	144.23
3795	2006-03-29	238.66
3795	2006-06-04	268.43
3795	2007-12-15	306.75
3796	2000-07-03	33.88
3796	2005-11-02	28.72
3796	2006-03-09	24.50
3796	2012-03-02	18.83
3797	2002-10-22	46.36
3797	2011-04-08	34.20
3798	2000-03-02	25.17
3798	2000-08-19	17.73
3798	2006-08-23	27.66
3798	2009-01-02	8.81
3799	2002-07-18	175.63
3799	2009-04-10	188.90
3799	2011-07-04	136.92
3800	2002-10-03	192.46
3800	2004-05-23	192.46
3800	2011-09-05	192.46
3801	2000-01-17	152.11
3801	2003-08-13	77.01
3801	2009-09-25	175.93
3802	2000-11-27	118.45
3802	2006-02-23	122.37
3802	2009-10-08	118.45
3803	2002-11-17	87.50
3803	2008-03-17	91.21
3803	2008-10-03	79.89
3804	2003-07-06	157.51
3805	2009-04-02	421.90
3806	2001-05-04	274.94
3807	2010-08-09	154.63
3808	2002-09-02	457.35
3808	2003-07-15	417.98
3808	2003-10-07	382.32
3808	2010-07-01	467.85
3809	2001-01-10	301.08
3809	2008-10-25	299.54
3810	2006-08-04	140.65
3810	2010-03-23	164.60
3811	2000-08-21	146.70
3811	2002-02-04	154.56
3812	2000-10-20	218.09
3812	2001-03-07	93.13
3812	2002-03-09	167.73
3812	2003-04-17	173.24
3812	2004-08-01	125.46
3813	2001-07-06	19.51
3813	2002-07-05	24.08
3815	2001-12-28	129.47
3815	2009-06-16	109.66
3816	2004-08-11	64.63
3816	2004-12-20	54.46
3816	2008-12-13	63.37
3817	2003-05-12	37.78
3817	2006-01-07	66.44
3817	2010-12-06	44.16
3817	2011-02-10	36.14
3818	2006-07-15	14.01
3818	2011-11-04	16.83
3819	2002-03-05	95.34
3819	2010-01-16	89.27
3819	2010-03-04	62.36
3819	2010-06-02	56.10
3819	2010-07-10	50.50
3820	2003-08-23	83.30
3820	2008-02-09	53.43
3821	2003-10-02	258.53
3821	2007-04-14	238.98
3821	2011-08-03	307.52
3821	2012-04-25	252.73
3822	2002-08-19	120.86
3822	2004-11-28	149.18
3823	2009-08-20	111.25
3823	2011-01-15	125.40
3824	2002-03-18	282.70
3824	2009-06-18	282.70
3824	2011-03-28	282.70
3825	2007-04-04	105.88
3826	2011-03-13	9.78
3827	2000-06-18	292.10
3827	2000-09-23	292.10
3827	2008-09-12	292.10
3827	2009-03-29	271.19
3828	2000-07-24	336.88
3828	2004-04-13	337.57
3828	2004-11-16	317.51
3828	2010-12-21	339.63
3828	2012-06-26	261.48
3829	2002-08-26	209.04
3830	2001-08-09	304.91
3830	2009-01-09	389.17
3830	2011-01-08	327.62
3831	2002-02-05	212.14
3831	2011-02-06	301.73
3832	2001-02-20	143.26
3832	2001-06-03	156.35
3832	2009-12-31	155.32
3833	2006-02-08	157.78
3833	2009-10-22	183.60
3833	2010-09-28	177.12
3834	2002-04-30	83.42
3834	2009-04-17	87.55
3835	2001-06-22	326.17
3835	2002-07-01	346.14
3835	2010-08-27	375.65
3836	2002-09-30	420.41
3836	2004-12-20	420.41
3836	2008-06-01	420.41
3837	2006-08-17	143.47
3837	2007-08-14	155.56
3837	2010-06-29	207.26
3838	2002-06-14	237.01
3838	2003-03-20	184.11
3838	2006-05-17	211.24
3838	2010-07-29	237.01
3839	2000-05-13	172.91
3839	2004-03-24	178.34
3839	2007-09-05	115.28
3840	2001-02-14	487.64
3840	2004-08-28	422.36
3841	2002-10-09	41.17
3841	2008-11-24	56.40
3842	2005-06-06	462.03
3843	2002-02-27	408.89
3843	2010-05-29	408.89
3843	2011-11-21	408.89
3844	2000-07-24	245.97
3844	2004-10-05	162.94
3845	2000-07-17	43.75
3845	2005-03-02	42.01
3845	2005-04-21	29.60
3845	2009-03-15	23.78
3846	2000-09-25	430.19
3846	2006-04-22	430.19
3847	2000-05-05	281.14
3847	2001-01-19	307.73
3847	2002-05-21	307.45
3847	2007-07-31	319.04
3848	2003-08-02	94.33
3848	2005-07-10	62.06
3848	2011-10-11	82.85
3849	2001-05-29	414.00
3849	2003-12-23	420.04
3849	2004-10-24	420.04
3849	2007-04-02	420.04
3849	2011-05-12	414.49
3849	2011-07-26	420.04
3850	2000-05-20	117.07
3850	2005-09-03	121.52
3850	2006-01-12	53.14
3850	2010-05-05	79.95
3851	2001-02-18	197.75
3851	2002-03-06	217.44
3851	2003-03-18	133.20
3851	2004-10-14	207.93
3851	2006-01-14	140.57
3851	2010-09-20	134.56
3852	2012-06-07	84.74
3853	2004-06-01	174.41
3853	2005-03-22	164.26
3853	2006-06-05	115.35
3853	2008-07-14	169.95
3853	2011-01-30	52.31
3854	2003-06-03	47.10
3854	2005-12-19	40.83
3854	2011-03-09	40.65
3855	2009-10-21	81.02
3855	2010-06-26	101.86
3856	2006-08-19	87.97
3856	2008-12-29	128.02
3856	2010-10-17	122.80
3856	2012-02-06	147.75
3857	2003-08-30	258.22
3857	2008-01-19	303.86
3857	2008-09-22	263.42
3858	2001-02-02	220.63
3858	2005-08-25	304.28
3858	2006-01-26	304.82
3859	2006-04-26	164.14
3860	2003-04-25	298.44
3860	2007-09-23	324.71
3861	2002-03-01	192.51
3862	2005-08-06	454.43
3862	2007-09-26	482.00
3863	2000-08-31	14.33
3863	2009-03-04	7.27
3864	2007-08-11	470.79
3864	2008-10-14	470.79
3864	2009-10-04	470.79
3865	2007-05-05	444.38
3865	2012-04-08	444.38
3866	2000-01-03	132.26
3866	2008-03-30	109.89
3866	2011-07-12	87.25
3867	2004-02-11	204.48
3867	2007-06-08	158.35
3867	2011-10-30	199.54
3868	2003-10-14	312.26
3868	2009-12-22	252.32
3868	2010-10-15	291.51
3869	2007-12-11	256.53
3869	2008-04-10	256.53
3869	2011-01-23	256.53
3870	2003-08-05	121.68
3870	2010-08-30	121.23
3871	2002-10-22	287.30
3871	2010-02-06	258.01
3872	2002-12-20	276.59
3872	2012-06-25	348.63
3873	2002-03-09	166.78
3873	2011-06-22	199.52
3874	2009-06-04	79.08
3875	2000-01-23	230.28
3875	2004-02-15	301.31
3875	2005-08-16	299.24
3875	2010-11-03	234.22
3876	2000-07-21	250.99
3876	2006-08-24	271.94
3876	2010-04-21	256.30
3876	2010-07-22	240.44
3877	2007-11-05	121.79
3877	2008-11-16	130.11
3878	2007-07-21	170.56
3878	2007-12-18	269.46
3879	2000-05-07	152.69
3879	2001-08-18	208.01
3879	2003-03-21	163.14
3879	2003-11-30	186.34
3879	2009-09-05	159.36
3879	2012-07-01	164.94
3880	2000-12-25	26.68
3880	2010-07-26	20.44
3880	2012-03-09	20.30
3881	2007-06-30	128.93
3881	2009-02-26	116.62
3882	2011-10-04	129.78
3883	2003-05-12	211.76
3883	2008-06-07	120.20
3883	2009-04-21	202.24
3883	2010-02-16	138.66
3883	2011-09-21	173.39
3884	2003-06-08	184.37
3884	2011-11-08	205.65
3885	2004-06-12	485.53
3886	2007-12-09	181.53
3886	2008-10-10	181.53
3887	2005-01-15	4.84
3887	2005-05-19	3.83
3887	2009-04-09	3.68
3887	2010-07-14	4.84
3887	2011-09-14	3.90
3888	2000-06-18	97.73
3888	2006-07-23	102.42
3888	2010-11-16	93.46
3888	2010-11-24	84.76
3889	2007-12-12	147.11
3889	2009-11-29	135.72
3889	2011-03-02	78.28
3890	2000-05-29	75.20
3890	2007-03-06	127.13
3890	2007-06-03	114.52
3891	2000-03-12	5.94
3891	2002-02-17	5.94
3891	2006-03-13	5.94
3891	2006-04-03	5.94
3892	2007-03-09	379.00
3892	2009-07-17	379.00
3892	2009-12-13	379.00
3892	2010-03-24	379.00
3892	2011-11-12	379.00
3892	2012-03-28	379.00
3893	2003-11-18	202.66
3894	2007-09-07	143.93
3894	2010-08-21	90.53
3895	2004-01-25	144.44
3895	2011-08-06	175.07
3896	2006-11-16	169.63
3897	2003-08-25	256.26
3897	2004-08-03	323.79
3897	2008-08-11	339.80
3897	2009-12-22	360.64
3897	2010-08-24	273.43
3898	2002-04-26	209.94
3898	2007-10-26	127.83
3899	2010-03-01	271.77
3899	2010-11-18	244.31
3899	2011-06-25	247.92
3900	2010-12-07	178.16
3900	2012-05-30	178.27
3901	2006-11-04	172.44
3901	2008-03-25	188.86
3901	2010-08-20	166.30
3901	2012-05-11	188.86
3902	2006-02-21	252.33
3902	2009-11-03	305.41
3903	2007-01-24	401.78
3903	2010-01-21	401.78
3903	2011-12-30	401.78
3904	2001-12-17	26.94
3904	2004-04-10	14.26
3904	2006-03-12	26.64
3904	2007-12-04	29.49
3904	2010-03-27	30.90
3904	2011-07-08	29.35
3905	2003-04-16	339.87
3905	2011-07-09	354.49
3906	2004-12-17	5.92
3906	2008-09-02	8.29
3906	2009-06-23	8.42
3907	2000-09-18	118.24
3907	2010-05-30	155.95
3908	2001-10-27	222.15
3908	2005-02-06	220.89
3908	2005-05-16	208.01
3909	2004-03-12	76.05
3909	2006-12-30	76.05
3910	2004-04-15	472.07
3910	2007-12-14	446.24
3911	2002-05-23	295.76
3911	2002-12-05	230.42
3911	2003-08-30	356.31
3911	2003-11-10	251.57
3911	2004-04-20	280.38
3911	2010-03-24	273.57
3911	2010-04-22	308.12
3912	2007-05-25	33.48
3912	2007-11-02	33.48
3913	2003-04-02	100.61
3913	2007-10-26	86.46
3913	2009-05-19	91.51
3914	2000-03-10	295.89
3914	2002-02-01	252.26
3914	2002-11-09	296.35
3915	2000-11-05	102.37
3916	2009-09-27	28.56
3916	2009-10-07	38.24
3916	2012-05-19	22.51
3917	2000-10-24	14.46
3917	2001-05-13	15.68
3917	2009-11-19	22.61
3917	2011-08-16	14.80
3917	2011-10-23	19.64
3918	2009-08-01	326.59
3919	2009-07-01	142.82
3919	2011-07-22	203.10
3920	2002-01-03	263.85
3920	2008-08-06	263.85
3921	2001-02-27	229.60
3922	2004-03-29	63.53
3922	2010-09-24	83.87
3922	2011-08-27	81.19
3923	2006-09-24	71.53
3923	2011-07-20	42.54
3924	2000-02-06	61.03
3924	2005-08-30	54.77
