date_ad	campaign
2000-04-13	Fill your office with beautiful furniture.
2000-05-05	Fill your office with beautiful furniture.
2000-05-07	Fill your office with beautiful furniture.
2000-05-17	Fill your office with beautiful furniture.
2000-05-31	Fill your office with beautiful furniture.
2000-06-02	Fill your office with beautiful furniture.
2000-06-03	Fill your office with beautiful furniture.
2000-06-12	Fill your office with beautiful furniture.
2000-06-14	Fill your office with beautiful furniture.
2000-06-17	Fill your office with beautiful furniture.
2000-06-30	Fill your office with beautiful furniture.
2000-07-04	Fill your office with beautiful furniture.
2000-07-09	Fill your office with beautiful furniture.
2000-08-02	Fill your office with beautiful furniture.
2000-08-17	Fill your office with beautiful furniture.
2000-08-24	Fill your office with beautiful furniture.
2000-09-15	Fill your office with beautiful furniture.
2000-09-20	Fill your office with beautiful furniture.
2000-09-29	Fill your office with beautiful furniture.
2000-10-11	Fill your office with beautiful furniture.
2000-10-26	Fill your office with beautiful furniture.
2000-10-29	Fill your office with beautiful furniture.
2000-11-07	Fill your office with beautiful furniture.
2000-11-15	Fill your office with beautiful furniture.
2000-11-16	Fill your office with beautiful furniture.
2000-11-18	Fill your office with beautiful furniture.
2000-11-28	Fill your office with beautiful furniture.
2000-12-03	Fill your office with beautiful furniture.
2000-12-20	Fill your office with beautiful furniture.
2000-12-21	Fill your office with beautiful furniture.
2000-12-26	Fill your office with beautiful furniture.
2001-01-15	Fill your office with beautiful furniture.
2001-02-14	Fill your office with beautiful furniture.
2001-02-16	Fill your office with beautiful furniture.
2001-02-23	Fill your office with beautiful furniture.
2001-03-06	Fill your office with beautiful furniture.
2001-03-10	Fill your office with beautiful furniture.
2001-03-15	Fill your office with beautiful furniture.
2001-03-17	Fill your office with beautiful furniture.
2001-03-25	Fill your office with beautiful furniture.
2001-04-03	Fill your office with beautiful furniture.
2001-04-11	Fill your office with beautiful furniture.
2001-04-20	Fill your office with beautiful furniture.
2001-04-27	Fill your office with beautiful furniture.
2001-05-01	Fill your office with beautiful furniture.
2001-05-06	Fill your office with beautiful furniture.
2001-05-20	Fill your office with beautiful furniture.
2001-05-23	Fill your office with beautiful furniture.
2001-06-09	Fill your office with beautiful furniture.
2001-06-21	Fill your office with beautiful furniture.
2001-06-26	Fill your office with beautiful furniture.
2001-06-27	Fill your office with beautiful furniture.
2001-07-06	Fill your office with beautiful furniture.
2001-07-23	Fill your office with beautiful furniture.
2001-07-25	Fill your office with beautiful furniture.
2001-09-08	Fill your office with beautiful furniture.
2001-09-20	Fill your office with beautiful furniture.
2001-09-29	Fill your office with beautiful furniture.
2001-10-20	Fill your office with beautiful furniture.
2001-11-06	Fill your office with beautiful furniture.
2001-11-10	Fill your office with beautiful furniture.
2001-11-20	Fill your office with beautiful furniture.
2001-12-15	Fill your office with beautiful furniture.
2001-12-21	Fill your office with beautiful furniture.
2001-12-22	Fill your office with beautiful furniture.
2001-12-25	Fill your office with beautiful furniture.
2002-01-02	Fill your office with beautiful furniture.
2002-01-13	Fill your office with beautiful furniture.
2002-01-24	Fill your office with beautiful furniture.
2002-01-29	Fill your office with beautiful furniture.
2002-01-31	Fill your office with beautiful furniture.
2002-02-08	Fill your office with beautiful furniture.
2002-02-18	Fill your office with beautiful furniture.
2002-03-02	Fill your office with beautiful furniture.
2002-03-05	Fill your office with beautiful furniture.
2002-03-12	Fill your office with beautiful furniture.
2002-03-15	Fill your office with beautiful furniture.
2002-03-19	Fill your office with beautiful furniture.
2002-03-22	Fill your office with beautiful furniture.
2002-03-28	Fill your office with beautiful furniture.
2002-03-29	Fill your office with beautiful furniture.
2002-04-05	Fill your office with beautiful furniture.
2002-04-12	Fill your office with beautiful furniture.
2002-04-18	Fill your office with beautiful furniture.
2002-05-11	Fill your office with beautiful furniture.
2002-05-23	Fill your office with beautiful furniture.
2002-06-02	Fill your office with beautiful furniture.
2002-06-06	Fill your office with beautiful furniture.
2002-06-09	Fill your office with beautiful furniture.
2002-06-15	Fill your office with beautiful furniture.
2002-06-23	Fill your office with beautiful furniture.
2002-06-26	Fill your office with beautiful furniture.
2002-07-10	Fill your office with beautiful furniture.
2002-07-14	Fill your office with beautiful furniture.
2002-07-27	Fill your office with beautiful furniture.
2002-08-03	Fill your office with beautiful furniture.
2002-08-09	Fill your office with beautiful furniture.
2002-08-11	Fill your office with beautiful furniture.
2002-08-12	Fill your office with beautiful furniture.
2002-08-21	Fill your office with beautiful furniture.
2002-09-15	Fill your office with beautiful furniture.
2002-09-17	Fill your office with beautiful furniture.
2002-09-30	Fill your office with beautiful furniture.
2002-12-08	Fill your office with beautiful furniture.
2002-12-09	Fill your office with beautiful furniture.
2002-12-18	Fill your office with beautiful furniture.
2002-12-29	Fill your office with beautiful furniture.
2003-01-01	Fill your office with beautiful furniture.
2003-01-08	Fill your office with beautiful furniture.
2003-01-13	Fill your office with beautiful furniture.
2003-02-06	Fill your office with beautiful furniture.
2003-02-10	Fill your office with beautiful furniture.
2003-02-22	Fill your office with beautiful furniture.
2003-03-02	Fill your office with beautiful furniture.
2003-03-25	Fill your office with beautiful furniture.
2003-03-26	Fill your office with beautiful furniture.
2003-03-28	Fill your office with beautiful furniture.
2003-04-01	Fill your office with beautiful furniture.
2003-04-15	Fill your office with beautiful furniture.
2003-04-21	Fill your office with beautiful furniture.
2003-05-07	Fill your office with beautiful furniture.
2003-05-15	Fill your office with beautiful furniture.
2003-05-16	Fill your office with beautiful furniture.
2003-05-17	Fill your office with beautiful furniture.
2003-05-18	Fill your office with beautiful furniture.
2003-05-20	Fill your office with beautiful furniture.
2003-05-30	Fill your office with beautiful furniture.
2003-06-03	Fill your office with beautiful furniture.
2003-06-25	Fill your office with beautiful furniture.
2003-06-28	Fill your office with beautiful furniture.
2003-07-02	Fill your office with beautiful furniture.
2003-07-05	Fill your office with beautiful furniture.
2003-07-30	Fill your office with beautiful furniture.
2003-08-01	Fill your office with beautiful furniture.
2003-08-08	Fill your office with beautiful furniture.
2003-08-23	Fill your office with beautiful furniture.
2003-08-31	Fill your office with beautiful furniture.
2003-09-01	Fill your office with beautiful furniture.
2003-09-13	Fill your office with beautiful furniture.
2003-09-23	Fill your office with beautiful furniture.
2003-10-24	Fill your office with beautiful furniture.
2003-10-27	Fill your office with beautiful furniture.
2003-11-02	Fill your office with beautiful furniture.
2003-11-09	Fill your office with beautiful furniture.
2003-11-12	Fill your office with beautiful furniture.
2003-11-16	Fill your office with beautiful furniture.
2003-11-19	Fill your office with beautiful furniture.
2003-11-29	Fill your office with beautiful furniture.
2003-12-04	Fill your office with beautiful furniture.
2003-12-05	Fill your office with beautiful furniture.
2003-12-09	Fill your office with beautiful furniture.
2003-12-20	Fill your office with beautiful furniture.
2003-12-21	Fill your office with beautiful furniture.
2003-12-22	Fill your office with beautiful furniture.
2003-12-28	Fill your office with beautiful furniture.
2004-01-03	Fill your office with beautiful furniture.
2004-01-04	Fill your office with beautiful furniture.
2004-02-11	Fill your office with beautiful furniture.
2004-02-19	Fill your office with beautiful furniture.
2004-02-22	Fill your office with beautiful furniture.
2004-02-25	Fill your office with beautiful furniture.
2004-03-01	Fill your office with beautiful furniture.
2004-03-12	Fill your office with beautiful furniture.
2004-03-23	Fill your office with beautiful furniture.
2004-04-04	Fill your office with beautiful furniture.
2004-04-10	Fill your office with beautiful furniture.
2004-04-11	Fill your office with beautiful furniture.
2004-04-25	Fill your office with beautiful furniture.
2004-05-28	Fill your office with beautiful furniture.
2004-06-01	Fill your office with beautiful furniture.
2004-06-06	Fill your office with beautiful furniture.
2004-06-14	Fill your office with beautiful furniture.
2004-06-23	Fill your office with beautiful furniture.
2004-07-07	Fill your office with beautiful furniture.
2004-07-14	Fill your office with beautiful furniture.
2004-07-19	Fill your office with beautiful furniture.
2004-07-20	Fill your office with beautiful furniture.
2004-08-17	Fill your office with beautiful furniture.
2004-08-25	Fill your office with beautiful furniture.
2004-08-30	Fill your office with beautiful furniture.
2004-09-02	Fill your office with beautiful furniture.
2004-09-04	Fill your office with beautiful furniture.
2004-09-06	Fill your office with beautiful furniture.
2004-09-18	Fill your office with beautiful furniture.
2004-09-21	Fill your office with beautiful furniture.
2004-10-10	Fill your office with beautiful furniture.
2004-10-30	Fill your office with beautiful furniture.
2004-11-25	Fill your office with beautiful furniture.
2004-12-01	Fill your office with beautiful furniture.
2004-12-08	Fill your office with beautiful furniture.
2004-12-09	Fill your office with beautiful furniture.
2004-12-18	Fill your office with beautiful furniture.
2004-12-28	Fill your office with beautiful furniture.
2005-01-23	Fill your office with beautiful furniture.
2005-01-25	Fill your office with beautiful furniture.
2005-01-31	Fill your office with beautiful furniture.
2005-02-07	Fill your office with beautiful furniture.
2005-02-11	Fill your office with beautiful furniture.
2005-02-17	Fill your office with beautiful furniture.
2005-03-17	Fill your office with beautiful furniture.
2005-03-26	Fill your office with beautiful furniture.
2005-04-03	Fill your office with beautiful furniture.
2005-04-05	Fill your office with beautiful furniture.
2005-04-07	Fill your office with beautiful furniture.
2005-04-16	Fill your office with beautiful furniture.
2005-04-18	Fill your office with beautiful furniture.
2005-04-23	Fill your office with beautiful furniture.
2005-05-13	Fill your office with beautiful furniture.
2005-05-19	Fill your office with beautiful furniture.
2005-05-23	Fill your office with beautiful furniture.
2005-06-14	Fill your office with beautiful furniture.
2005-06-29	Fill your office with beautiful furniture.
2005-07-08	Fill your office with beautiful furniture.
2005-08-24	Fill your office with beautiful furniture.
2005-09-01	Fill your office with beautiful furniture.
2005-09-06	Fill your office with beautiful furniture.
2005-09-12	Fill your office with beautiful furniture.
2005-09-18	Fill your office with beautiful furniture.
2005-10-09	Fill your office with beautiful furniture.
2005-10-12	Fill your office with beautiful furniture.
2005-10-26	Fill your office with beautiful furniture.
2005-11-13	Fill your office with beautiful furniture.
2005-11-20	Fill your office with beautiful furniture.
2005-11-21	Fill your office with beautiful furniture.
2005-11-28	Fill your office with beautiful furniture.
2005-12-22	Fill your office with beautiful furniture.
2006-01-06	Fill your office with beautiful furniture.
2006-01-08	Fill your office with beautiful furniture.
2006-01-11	Fill your office with beautiful furniture.
2006-01-25	Fill your office with beautiful furniture.
2006-02-11	Fill your office with beautiful furniture.
2006-02-22	Fill your office with beautiful furniture.
2006-03-28	Fill your office with beautiful furniture.
2006-04-02	Fill your office with beautiful furniture.
2006-04-06	Fill your office with beautiful furniture.
2006-04-13	Fill your office with beautiful furniture.
2006-04-16	Fill your office with beautiful furniture.
2006-04-21	Fill your office with beautiful furniture.
2006-04-22	Fill your office with beautiful furniture.
2006-05-22	Fill your office with beautiful furniture.
2006-05-31	Fill your office with beautiful furniture.
2006-07-06	Fill your office with beautiful furniture.
2006-07-21	Fill your office with beautiful furniture.
2006-08-01	Fill your office with beautiful furniture.
2006-08-03	Fill your office with beautiful furniture.
