productid	categoryname
7634	Tables
7634	Park furniture 
7634	Wood finishing
7635	Couches and Sofas
7635	Bedrooms
7636	Tables
7636	Bamboo furniture
7637	Sword furniture
7637	List of chairs
7637	Wood finishing
7638	Aquarium furniture
7639	Sword furniture
7639	Decorative arts
7640	Entertainment
7640	Metal furniture
7640	Childrens furniture
7641	Outdoor Furniture
7641	Glass furniture
7642	Sets
7642	List of chairs
7643	Wicker or rattan furniture
7643	Concrete furniture
7644	Bedrooms
7645	Sleeping or laying
7645	Decorative arts
7646	Sleeping or laying
7646	Hutch
7647	Street furniture
7648	Wood finishing
7649	Entertainment
7649	Casegoods
7649	Wood finishing
7650	Metal furniture
7650	Aquarium furniture
7651	Storage
7651	Bamboo furniture
7652	Concrete furniture
7653	Living room
7654	Sets
7655	Aquarium furniture
7655	Door furniture
7656	Outdoor Furniture
7656	Aquarium furniture
7656	Street furniture
7657	Tables
7657	Decorative arts
7658	Tables
7658	Metal furniture
7659	Park furniture 
7659	Wood finishing
7660	Entertainment
7660	Bamboo furniture
7660	Bar furniture
7661	Wood finishing
7662	Sleeping or laying
7662	Occasional furniture
7663	Park furniture 
7664	Aquarium furniture
7664	Door furniture
7665	Sleeping or laying
7666	Bamboo furniture
7666	Bedrooms
7667	Metal furniture
7668	Street furniture
7669	Bar furniture
7669	Door furniture
7669	Park furniture 
7670	Hutch
7670	List of chairs
7670	Occasional furniture
7671	Childrens furniture
7672	Sleeping or laying
7672	Metal furniture
7672	Aquarium furniture
7673	Outdoor Furniture
7673	Living room
7674	Concrete furniture
7674	Bedrooms
7675	Tables
7675	Sword furniture
7676	Hutch
7676	Decorative arts
7676	Wood finishing
7677	Sleeping or laying
7677	List of chairs
7678	Couches and Sofas
7678	Street furniture
7679	Concrete furniture
7679	List of chairs
7679	Occasional furniture
7680	Couches and Sofas
7681	Sword furniture
7682	Bedrooms
7683	Childrens furniture
7684	Storage
7684	Wooden furniture
7684	Concrete furniture
7685	Tables
7685	Couches and Sofas
7686	Sleeping or laying
7686	Wooden furniture
7686	Sword furniture
7687	Aquarium furniture
7687	List of chairs
7688	Outdoor Furniture
7688	Wicker or rattan furniture
7689	Bar furniture
7690	Couches and Sofas
7690	Stadium seating
7690	Occasional furniture
7691	Outdoor Furniture
7691	Door furniture
7691	Sword furniture
7692	Sets
7692	Hutch
7693	Street furniture
7693	Decorative arts
7694	Bamboo furniture
7694	Childrens furniture
7695	Bar furniture
7695	Casegoods
7696	Concrete furniture
7696	List of chairs
7696	Wood finishing
7697	Tables
7697	Door furniture
7698	Bar furniture
7698	Door furniture
7698	Stadium seating
7699	Living room
7700	Sleeping or laying
7700	Wood finishing
7701	Occasional furniture
7702	Metal furniture
7703	Hutch
7703	Living room
7704	Living room
7705	Street furniture
7706	Sets
7706	Concrete furniture
7706	Sword furniture
7707	Wooden furniture
7707	Park furniture 
7708	Sets
7708	Bamboo furniture
7708	Bedrooms
7709	Entertainment
7709	Door furniture
7710	Tables
7710	Wooden furniture
7710	Bedrooms
7711	Glass furniture
7711	Stadium seating
7711	List of chairs
7712	Wicker or rattan furniture
7712	Glass furniture
7712	Aquarium furniture
7713	Sets
7713	Metal furniture
7713	Bedrooms
7714	Tables
7715	Bamboo furniture
7715	Bedrooms
7716	Metal furniture
7717	Tables
7717	Decorative arts
7718	Stadium seating
7719	Storage
7719	Aquarium furniture
7719	Stadium seating
7720	Bamboo furniture
7721	Storage
7721	Couches and Sofas
7721	Bedrooms
7722	Bamboo furniture
7722	Childrens furniture
7723	Wicker or rattan furniture
7723	Glass furniture
7723	Occasional furniture
7724	Storage
7724	Glass furniture
7724	Concrete furniture
7725	Wicker or rattan furniture
7725	Bar furniture
7725	Bedrooms
7726	Entertainment
7726	Bar furniture
7727	Outdoor Furniture
7727	Concrete furniture
7728	Tables
7728	Wooden furniture
7728	Park furniture 
7729	Sets
7729	Bar furniture
7729	Door furniture
7730	Bar furniture
7730	Sword furniture
7730	Wood finishing
7731	Storage
7732	Hutch
7733	Bar furniture
7734	Outdoor Furniture
7734	Glass furniture
7735	Sets
7735	Childrens furniture
7735	Decorative arts
7736	Concrete furniture
7736	Childrens furniture
7736	Street furniture
7737	Bamboo furniture
7737	Metal furniture
7737	Casegoods
7738	Sleeping or laying
7738	Wooden furniture
7738	Sword furniture
7739	Sets
7739	Wooden furniture
7739	Aquarium furniture
7740	Sleeping or laying
7740	Storage
7740	Wicker or rattan furniture
7741	Sleeping or laying
7742	Storage
7742	Bamboo furniture
7742	Aquarium furniture
7743	Sleeping or laying
7743	Entertainment
7744	Wooden furniture
7745	Bamboo furniture
7745	Metal furniture
7745	Glass furniture
7746	Bedrooms
7747	Sets
7747	Street furniture
7748	Bar furniture
7748	Street furniture
7749	Glass furniture
7749	Living room
7750	Hutch
7751	Entertainment
7751	Street furniture
7752	Storage
7752	Childrens furniture
7753	Tables
7753	Storage
7753	Door furniture
7754	List of chairs
7755	Door furniture
7755	Wood finishing
7756	Hutch
7756	Living room
7757	Entertainment
7758	Sleeping or laying
7758	Glass furniture
7759	Outdoor Furniture
7759	Bedrooms
7760	Park furniture 
7761	Wooden furniture
7761	Sword furniture
7762	Sets
7762	Metal furniture
7762	Occasional furniture
7763	Entertainment
7763	Sets
7763	Metal furniture
7764	Sleeping or laying
7764	Tables
7764	Childrens furniture
7765	Metal furniture
7766	Aquarium furniture
7766	Park furniture 
7766	Stadium seating
7767	Sleeping or laying
7767	Stadium seating
7768	Sleeping or laying
7768	Bar furniture
7769	Couches and Sofas
7769	Bar furniture
7770	Storage
7770	Metal furniture
7770	Bedrooms
7771	Tables
7772	Outdoor Furniture
7772	Couches and Sofas
7773	Metal furniture
7773	Street furniture
7774	Park furniture 
7775	Concrete furniture
7775	Bar furniture
7775	Stadium seating
7776	Bedrooms
7777	Park furniture 
7777	Stadium seating
7777	Casegoods
7778	Occasional furniture
7779	Bar furniture
7780	Hutch
7780	Stadium seating
7780	Occasional furniture
7781	Entertainment
7782	Tables
7783	Tables
7783	Couches and Sofas
7783	List of chairs
7784	Entertainment
7784	Bamboo furniture
7785	Hutch
7785	Stadium seating
7786	Sleeping or laying
7786	Metal furniture
7786	Wood finishing
7787	Stadium seating
7787	Wood finishing
7788	Casegoods
7789	Glass furniture
7789	Park furniture 
7789	Wood finishing
7790	Concrete furniture
7790	Bar furniture
7791	Metal furniture
7791	Concrete furniture
7791	Hutch
7792	Metal furniture
7792	Bar furniture
7793	Park furniture 
7793	Occasional furniture
7794	Tables
7794	Bar furniture
7795	Bar furniture
7795	Living room
7796	Entertainment
7796	Hutch
7797	Sets
7797	Couches and Sofas
7797	Park furniture 
7798	Living room
7799	Decorative arts
7800	Outdoor Furniture
7801	Sets
7801	Aquarium furniture
7802	Hutch
7803	Hutch
7803	Occasional furniture
7803	Wood finishing
7804	Decorative arts
7805	Outdoor Furniture
7806	Tables
7806	Bar furniture
7806	Casegoods
7807	Storage
7807	Concrete furniture
7807	Couches and Sofas
7808	Metal furniture
7808	Glass furniture
7809	Wicker or rattan furniture
7809	Park furniture 
7810	Door furniture
7810	Wood finishing
7811	Sets
7811	Wooden furniture
7811	Couches and Sofas
7812	Tables
7812	Bamboo furniture
7812	Glass furniture
7813	Aquarium furniture
7814	Glass furniture
7814	Hutch
7815	Outdoor Furniture
7815	Sword furniture
7815	Bedrooms
7816	Bar furniture
7816	Childrens furniture
7817	Couches and Sofas
7818	Storage
7818	Childrens furniture
7819	Concrete furniture
7819	Door furniture
7820	Aquarium furniture
7820	Hutch
7821	Decorative arts
7822	Park furniture 
7822	Decorative arts
7823	Tables
7823	Sword furniture
7824	Childrens furniture
7825	Bar furniture
7825	Hutch
7825	Decorative arts
7826	Outdoor Furniture
7826	Aquarium furniture
7827	Stadium seating
7827	Street furniture
7827	Wood finishing
7828	Bar furniture
7828	Sword furniture
7829	Sleeping or laying
7829	Concrete furniture
7829	Childrens furniture
7830	Sleeping or laying
7830	Metal furniture
7831	Tables
7832	Casegoods
7832	Wood finishing
7833	Bamboo furniture
7834	Tables
7834	Sets
7834	Hutch
7835	Bar furniture
7835	Hutch
7836	Tables
7836	Metal furniture
7836	Casegoods
7837	Metal furniture
7838	Outdoor Furniture
7838	Concrete furniture
7839	Hutch
7840	Bar furniture
7840	Decorative arts
7841	Decorative arts
7842	Bar furniture
7842	Stadium seating
7842	Living room
7843	Couches and Sofas
7843	Sword furniture
7843	Casegoods
7844	Sets
7845	Concrete furniture
7845	Door furniture
7846	Bedrooms
7846	Casegoods
7846	List of chairs
7847	Storage
7848	Entertainment
7848	Wooden furniture
7848	Street furniture
7849	Sets
7849	Concrete furniture
7850	Metal furniture
7850	Street furniture
7850	Decorative arts
7851	Wooden furniture
7851	Street furniture
7852	Door furniture
7852	Bedrooms
7853	Entertainment
7853	Street furniture
7853	Sword furniture
7854	Wicker or rattan furniture
7854	Glass furniture
7855	Bamboo furniture
7856	Metal furniture
7856	Glass furniture
7856	List of chairs
7857	Aquarium furniture
7857	Bedrooms
7857	Occasional furniture
7858	Glass furniture
7858	Couches and Sofas
7858	Bedrooms
7859	Couches and Sofas
7860	Wicker or rattan furniture
7861	Metal furniture
7861	Aquarium furniture
7861	Sword furniture
7862	Casegoods
7862	Living room
7862	List of chairs
7863	Outdoor Furniture
7863	Couches and Sofas
7863	Park furniture 
7864	Bedrooms
7865	Stadium seating
7866	Hutch
7867	Entertainment
7867	Couches and Sofas
7867	Casegoods
7868	Bedrooms
7868	Decorative arts
7869	Bar furniture
7870	Concrete furniture
7871	Wooden furniture
7871	Stadium seating
7872	Storage
7872	Bar furniture
7873	Couches and Sofas
7874	Outdoor Furniture
7874	Aquarium furniture
7874	Door furniture
7875	Sleeping or laying
7875	Metal furniture
7876	Metal furniture
7876	Park furniture 
7877	Couches and Sofas
7877	Sword furniture
7877	Casegoods
7878	Street furniture
7879	Couches and Sofas
7879	Decorative arts
7880	Entertainment
7881	Park furniture 
7881	Living room
7881	Occasional furniture
7882	Outdoor Furniture
7882	Glass furniture
7883	Sets
7883	Decorative arts
7884	Park furniture 
7884	Decorative arts
7884	Occasional furniture
7885	Childrens furniture
7885	Door furniture
7885	Hutch
7886	Door furniture
7886	Street furniture
7887	Tables
7887	Hutch
7887	List of chairs
7888	Couches and Sofas
7888	Sword furniture
7889	Occasional furniture
7890	Hutch
7890	Decorative arts
7891	Wood finishing
7892	Concrete furniture
7893	Bamboo furniture
7893	Childrens furniture
7894	Decorative arts
7895	Metal furniture
7895	Occasional furniture
7896	Bar furniture
7897	Couches and Sofas
7898	Childrens furniture
7898	Door furniture
7899	Hutch
7900	Occasional furniture
7901	Tables
7901	Glass furniture
7901	Aquarium furniture
7902	Glass furniture
7902	Door furniture
7902	Living room
7903	Tables
7903	Casegoods
7904	Stadium seating
7904	Casegoods
7905	Bar furniture
7905	Casegoods
7906	Sets
7906	Decorative arts
7906	Wood finishing
7907	Sets
7907	Glass furniture
7908	Tables
7908	Sword furniture
7909	Glass furniture
7910	Occasional furniture
7911	Living room
7912	Door furniture
7912	Street furniture
7913	Glass furniture
7913	Door furniture
7914	Sword furniture
7915	Glass furniture
7916	Tables
7916	Bamboo furniture
7916	List of chairs
7917	Storage
7917	Park furniture 
7918	Outdoor Furniture
7918	Aquarium furniture
7918	Bar furniture
7919	Wicker or rattan furniture
7920	Sleeping or laying
7920	Tables
7920	Hutch
7921	Sleeping or laying
7921	Storage
7922	Wicker or rattan furniture
7923	List of chairs
7924	Bamboo furniture
7924	Park furniture 
7924	Casegoods
7925	Outdoor Furniture
7925	Storage
7926	Storage
7927	Wood finishing
7928	Sleeping or laying
7928	Casegoods
7929	Bamboo furniture
7929	Glass furniture
7930	Storage
7930	Living room
7931	Metal furniture
7931	Hutch
7932	Sword furniture
7933	Outdoor Furniture
7934	Living room
7934	Occasional furniture
7935	Sets
7936	Living room
7937	Wicker or rattan furniture
7937	List of chairs
7938	Sets
7938	Concrete furniture
7938	Living room
7939	Street furniture
7940	Aquarium furniture
7941	Outdoor Furniture
7942	Aquarium furniture
7943	Concrete furniture
7944	Childrens furniture
7944	Door furniture
7945	Sleeping or laying
7945	Bedrooms
7946	Wooden furniture
7946	Bar furniture
7947	Sleeping or laying
7947	Wicker or rattan furniture
7948	Bedrooms
7949	Entertainment
7950	Storage
7950	Stadium seating
7951	Stadium seating
7951	Occasional furniture
7952	Occasional furniture
7953	Bar furniture
7953	Bedrooms
7954	Street furniture
7954	List of chairs
7955	Outdoor Furniture
7955	Storage
7955	Concrete furniture
7956	Tables
7956	Stadium seating
7956	Street furniture
7957	Tables
7957	Wicker or rattan furniture
7958	Wooden furniture
7958	Wicker or rattan furniture
7958	Couches and Sofas
7959	Outdoor Furniture
7959	Storage
7959	Sets
7960	Sleeping or laying
7961	Glass furniture
7961	Stadium seating
7961	Street furniture
7962	Metal furniture
7962	Glass furniture
7963	Metal furniture
7964	Wicker or rattan furniture
7964	Bedrooms
7964	Decorative arts
7965	Aquarium furniture
7965	Childrens furniture
7966	Wicker or rattan furniture
7966	Concrete furniture
7966	Bedrooms
7967	Living room
7967	Wood finishing
7968	Bar furniture
7969	Sets
7969	Street furniture
7969	Sword furniture
7970	Wooden furniture
7970	Aquarium furniture
7970	Occasional furniture
7971	Decorative arts
7971	List of chairs
7972	Tables
7972	Storage
7972	Street furniture
7973	Sleeping or laying
7973	Door furniture
7974	Storage
7975	Sets
7975	Stadium seating
7976	Entertainment
7976	Wicker or rattan furniture
7977	Aquarium furniture
7977	Door furniture
7977	Bedrooms
7978	Glass furniture
7978	List of chairs
7979	Aquarium furniture
7979	Casegoods
7980	Bedrooms
7981	Childrens furniture
7981	Stadium seating
7982	Tables
7982	Door furniture
7982	Living room
7983	Bar furniture
7983	Park furniture 
7983	Casegoods
7984	Outdoor Furniture
7984	Metal furniture
7984	Occasional furniture
7985	Hutch
7985	Street furniture
7985	Occasional furniture
7986	Wooden furniture
7987	Aquarium furniture
7987	Street furniture
7988	Storage
7988	Sets
7988	Wicker or rattan furniture
7989	Sleeping or laying
7989	Tables
7989	Decorative arts
7990	Glass furniture
7990	Aquarium furniture
7991	Childrens furniture
7991	Bedrooms
7991	Occasional furniture
7992	Sword furniture
7992	Decorative arts
7993	Outdoor Furniture
7994	Tables
7994	Couches and Sofas
7994	List of chairs
7995	Tables
7996	Outdoor Furniture
7996	Wooden furniture
7996	Wood finishing
7997	Wooden furniture
7997	Couches and Sofas
7997	Occasional furniture
7998	Glass furniture
7998	Couches and Sofas
7999	Bedrooms
7999	Living room
7999	Wood finishing
8000	Childrens furniture
8000	Hutch
8001	Couches and Sofas
8002	Wooden furniture
8002	Couches and Sofas
8003	Outdoor Furniture
8003	Door furniture
8004	Concrete furniture
8005	Outdoor Furniture
8005	Glass furniture
8005	List of chairs
8006	Outdoor Furniture
8006	Couches and Sofas
8006	Childrens furniture
8007	Entertainment
8007	Stadium seating
8008	Wooden furniture
8008	Aquarium furniture
8009	Couches and Sofas
8009	Childrens furniture
8009	Living room
8010	Street furniture
8011	Storage
8011	Glass furniture
8011	Park furniture 
8012	Street furniture
8013	Outdoor Furniture
8013	Couches and Sofas
8014	Sets
8014	Concrete furniture
8015	Entertainment
8015	Wooden furniture
8015	Door furniture
8016	Street furniture
8017	Outdoor Furniture
8017	Couches and Sofas
8018	Bedrooms
8018	Decorative arts
8019	Bamboo furniture
8019	Concrete furniture
8019	Park furniture 
8020	Park furniture 
8020	Decorative arts
8021	Childrens furniture
8021	Park furniture 
8022	Metal furniture
8022	Childrens furniture
8022	Decorative arts
8023	Wicker or rattan furniture
8023	Aquarium furniture
8024	Wicker or rattan furniture
8024	Couches and Sofas
8025	List of chairs
8026	Living room
8027	Sets
8027	Wooden furniture
8027	Metal furniture
8028	Park furniture 
8028	Sword furniture
8028	Bedrooms
8029	Glass furniture
8030	Bamboo furniture
8030	Hutch
8030	Sword furniture
8031	Sets
8031	Aquarium furniture
8032	Outdoor Furniture
8032	Childrens furniture
8033	Entertainment
8033	Couches and Sofas
8034	Storage
8035	Park furniture 
8036	Decorative arts
8037	Childrens furniture
8038	Sleeping or laying
8038	Casegoods
8038	List of chairs
8039	Entertainment
8040	Storage
8041	Wooden furniture
8041	Metal furniture
8041	Occasional furniture
8042	Childrens furniture
8043	Sleeping or laying
8043	Glass furniture
8043	Hutch
8044	Tables
8044	Concrete furniture
8045	Couches and Sofas
8045	Bar furniture
8045	List of chairs
8046	Park furniture 
8046	Bedrooms
8047	Glass furniture
8048	Bamboo furniture
8048	Decorative arts
8049	Sword furniture
8050	Glass furniture
8050	Street furniture
8050	Occasional furniture
8051	Stadium seating
8052	Storage
8052	Metal furniture
8053	Park furniture 
8053	Casegoods
8054	Metal furniture
8054	List of chairs
8055	Bar furniture
8056	Decorative arts
8057	Sets
8058	Sleeping or laying
8058	Storage
8058	Occasional furniture
8059	Glass furniture
8059	Couches and Sofas
8059	Bedrooms
8060	Wooden furniture
